"date","state","positive","negative","pending","hospitalizedCurrently","hospitalizedCumulative","inIcuCurrently","inIcuCumulative","onVentilatorCurrently","onVentilatorCumulative","recovered","hash","dateChecked","death","hospitalized","total","totalTestResults","posNeg","fips","deathIncrease","hospitalizedIncrease","negativeIncrease","positiveIncrease","totalTestResultsIncrease","Index","positive_z","negative_z","hosp_z","death_z","total_z","recovered_z"
20200421,"AK",329,10790,NA,42,36,NA,NA,NA,NA,168,"10d6907c6ec12caa4a5896fc50c4a3f06c836c0c","2020-04-21T20:00:00Z",9,36,11119,11119,11119,2,0,0,987,8,995,1,-0.236115046004339,-0.247618201533708,-0.232383874599556,-0.220030931358343,-0.242245448171942,-0.255610906958254
20200421,"AL",5231,43295,NA,NA,699,NA,260,NA,157,NA,"15be9201bc9d81ab58bf59be774f06a82952cdf7","2020-04-21T20:00:00Z",177,699,48526,48526,48526,1,10,58,2420,206,2626,2,0.0360063331537907,0.57478809117831,-0.129338658321804,-0.0598443707664258,0.446266068011945,NA
20200421,"AR",2227,25214,NA,86,291,NA,NA,27,57,809,"c06b4ad615195a2c20654842d3c404cb48159ee5","2020-04-21T20:00:00Z",43,291,27441,27441,27441,5,1,0,584,304,888,3,-0.13075266786437,0.117322218896323,-0.192751099108113,-0.187612222667121,0.0581765307933161,-0.0755452993389009
20200421,"AS",0,3,17,NA,NA,NA,NA,NA,NA,NA,"afa8b4a6d80b0cf70a2968a2a992a6a71043ef8e","2020-04-21T20:00:00Z",NA,NA,20,3,3,60,0,0,0,0,0,4,-0.254378598379498,-0.520539188442938,NA,NA,-0.446533130106472,NA
20200421,"AZ",5251,49901,NA,637,NA,285,NA,181,NA,1155,"4a69e8a6cc27cbb70acca9544164c6a14767ec94","2020-04-21T20:00:00Z",208,NA,55152,55152,55152,4,21,0,465,187,652,5,0.0371165794987851,0.741925945959285,NA,-0.0302861363714888,0.568223918313612,0.0216508008737293
20200421,"CA",33261,266839,NA,4886,NA,1502,NA,NA,NA,NA,"130999e1dae6a15d665ea5cc4f161cd7681a5a73","2020-04-21T20:00:00Z",1268,NA,300100,300100,300100,6,60,0,7317,2283,9600,6,1.59201658566346,6.23065618218017,NA,0.980414781648938,5.07672550534841,NA
20200421,"CO",10106,37360,NA,861,1880,NA,NA,NA,NA,NA,"22187aac3cc890945d5c4dfbc2e48b512bf82d5c","2020-04-21T20:00:00Z",449,1880,47466,47466,47466,8,27,67,895,376,1271,7,0.306628879746178,0.424627151407634,0.0542154901307231,0.199505298763344,0.426755756916297,NA
20200421,"CT",20360,43832,NA,1949,NA,NA,NA,NA,NA,NA,"f39f1fb2973519f49a34aedc8a1765d0e03e75cc","2020-04-21T20:00:00Z",1423,NA,64192,64192,64192,9,92,0,841,545,1386,8,0.875852180824813,0.588374683369861,NA,1.12820595362362,0.734613741242538,NA
20200421,"DC",3098,11841,NA,402,NA,120,NA,69,NA,636,"75a46a86c32f291b33808cf89aebfe736e271561","2020-04-21T20:00:00Z",112,NA,14939,14939,14939,11,7,0,655,171,826,9,-0.0824014395398632,-0.221026938231436,NA,-0.121821313852584,-0.171934704412152,-0.124143349445216
20200421,"DE",2931,13725,NA,263,NA,NA,NA,NA,NA,565,"aed23d700f3f936849e58824043aa8cedcb48ab1","2020-04-21T20:00:00Z",82,NA,16656,16656,16656,10,10,0,0,186,186,10,-0.0916719965205666,-0.173360011436499,NA,-0.150426056815426,-0.140331681627975,-0.144088213939715
20200421,"FL",27495,249564,1203,NA,4235,NA,NA,NA,NA,NA,"9f821074949d5d6047e4448cf38da1ff4ef699a6","2020-04-21T20:00:00Z",856,4235,278262,277059,277059,12,50,225,9999,835,10834,11,1.27193256440157,5.79358284864378,0.420235828492875,0.587576311625904,4.67477628487033,NA
20200421,"GA",19881,68259,NA,NA,3779,NA,NA,NA,NA,NA,"4cd0f63f74e65ce4fe77f7841f5fd68d9fd5a2f9","2020-04-21T20:00:00Z",799,3779,88140,88140,88140,13,66,229,2878,934,3812,12,0.849261780862197,1.20640017212779,0.349363100555235,0.533227299996504,1.17539952437328,NA
20200421,"GU",133,1033,NA,3,NA,2,NA,NA,NA,114,"e1e6bf7e31b6ecdaa4fe52ac6b055bbeee1b3e62","2020-04-21T20:00:00Z",5,NA,1166,1166,1166,66,0,0,42,0,42,13,-0.246995460185285,-0.494479244388381,NA,-0.223844897086722,-0.425439906978535,-0.27078024051745
20200421,"HI",584,24112,NA,NA,55,NA,NA,NA,NA,423,"c24d2e957ec3c4227bf88c8223b8eb449d28aef1","2020-04-21T20:00:00Z",10,55,24696,24696,24696,15,0,3,517,4,521,14,-0.221959405105661,0.0894406088496026,-0.229430844268821,-0.219077439926248,0.00765218743713218,-0.183977942928714
20200421,"IA",3641,23974,NA,214,NA,89,NA,60,NA,1293,"9ccc924133e13cff1762c594b1db6ea8d487032a","2020-04-21T20:00:00Z",83,NA,27615,27615,27615,19,4,0,1313,482,1795,15,-0.052258251273265,0.0859490823646231,NA,-0.149472565383332,0.0613791667656206,0.0604168755250095
20200421,"ID",1736,15924,NA,NA,157,NA,58,NA,NA,660,"7256a7eac201794f186cb67fc6d3ae8e67561913","2020-04-21T20:00:00Z",48,157,17660,17660,17660,16,3,6,151,64,215,16,-0.158009215633983,-0.117723295925847,-0.213577734072244,-0.182844765506648,-0.1218521039487,-0.117401423418906
20200421,"IL",33059,121938,NA,4776,NA,1226,NA,781,NA,NA,"257205aa1fd354cb30d3f55ba5f8f56d0e715faf","2020-04-21T20:00:00Z",1468,NA,154997,154997,154997,17,119,0,5088,1551,6639,17,1.58080309757901,2.56452807203514,NA,1.17111306806789,2.40596638184665,NA
20200421,"IN",12097,55167,NA,NA,NA,676,NA,368,NA,NA,"d923aa798ebae153ddd35dc86b37e0ef673da7f5","2020-04-21T20:00:00Z",630,NA,67264,67264,67264,18,61,0,2214,411,2625,18,0.417153903390372,0.875160572552778,NA,0.372087247972492,0.791156831512191,NA
20200421,"KS",2025,17076,NA,NA,419,NA,NA,NA,NA,NA,"b5a3ebc0e46a44c9dc3ec83e1c65428096f38f6d","2020-04-21T20:00:00Z",107,419,19101,19101,19101,20,7,14,301,39,340,19,-0.141966155948813,-0.088576640051236,-0.172857000037898,-0.126588771013058,-0.0953291244309366,NA
20200421,"KY",3050,29770,NA,263,1059,147,582,NA,NA,1174,"b63fcad8418ac13d0eb4b332c147714c2b1e339d","2020-04-21T20:00:00Z",154,1059,32820,32820,32820,21,6,0,158,90,248,20,-0.0850660307678498,0.232593194733762,-0.0733865046868253,-0.0817746737046049,0.1571821566268,0.0269881589778911
20200421,"LA",24854,117576,NA,1798,NA,NA,NA,297,NA,NA,"9fd12aed6e2d0c1164da15bb2d997bafac142731","2020-04-21T20:00:00Z",1405,NA,142430,142430,142430,22,77,0,0,331,331,21,1.12532453454506,2.45416547400992,NA,1.11104310784592,2.17465875964003,NA
20200421,"MA",41199,134173,NA,3872,NA,1040,NA,NA,NA,NA,"18456ceafde2e31e1be2315d3ad9244478483067","2020-04-21T20:00:00Z",1961,NA,175372,175372,175372,25,255,0,10009,3122,13131,22,2.03267335999174,2.8740847861201,NA,1.64118434409059,2.78098769182196,NA
20200421,"MD",14193,59442,NA,1433,3158,526,NA,NA,NA,930,"d928ff0a8db82d249852a56a747a46b7085c7751","2020-04-21T20:00:00Z",584,3158,73635,73635,73635,24,68,144,1729,509,2238,23,0.533507720345786,0.983321990837469,0.252845635534897,0.328226642096134,0.908421163578583,-0.0415547556229233
20200421,"ME",888,14076,NA,40,139,16,NA,8,NA,443,"8dddf2b2c6af68e683803bf7b037e46f999eb44b","2020-04-21T20:00:00Z",36,139,14964,14964,14964,23,1,1,0,13,13,24,-0.205083660661746,-0.164479389724703,-0.216375341753993,-0.194286662691784,-0.171474555565557,-0.178359671240123
20200421,"MI",32967,84259,NA,3357,NA,1346,NA,1107,NA,3237,"799cb0263c02e9c25fc4f490ffe3823b1f184d5f","2020-04-21T20:00:00Z",2700,NA,117226,117226,117226,26,232,0,2461,967,3428,25,1.57569596439204,1.61121483705295,NA,2.34581451240861,1.71075509845633,0.606512883656088
20200421,"MN",2567,45130,NA,237,629,117,253,NA,NA,1254,"1587a9753ec1e71fad13e5ed4c26f37409ab2260","2020-04-21T20:00:00Z",160,629,47697,47697,47697,27,17,27,750,97,847,26,-0.111878479999465,0.621215273061914,-0.140218243750828,-0.0760537251120365,0.431007532258839,0.0494612457322564
20200421,"MO",5941,51179,NA,1001,NA,NA,NA,NA,NA,NA,"3bbec91451c5e9fcf1b50cffbba417ad675ab670","2020-04-21T20:00:00Z",189,NA,57120,57120,57120,29,12,0,973,134,1107,27,0.0754200784010923,0.774260517320182,NA,-0.0484024735812889,0.604446835517608,NA
20200421,"MP",14,51,NA,NA,NA,NA,NA,NA,NA,11,"10f9265b9e76c116da07d29fbf55c56ecfd90e5f","2020-04-21T20:00:00Z",2,NA,65,65,65,69,0,0,0,0,0,28,-0.253601425938001,-0.519324744448163,NA,-0.226705371383006,-0.4457048621826,-0.299714339713696
20200421,"MS",4716,47648,NA,548,858,146,NA,89,NA,NA,"f9f79cd912be26a8aa5c3e2f11a09a99e4a3ea10","2020-04-21T20:00:00Z",183,858,52364,52364,52364,28,14,39,726,204,930,29,0.00741748977018463,0.684922980954511,-0.104626457133022,-0.0541234221738574,0.516908118941284,NA
20200421,"MT",437,10804,NA,14,59,NA,NA,NA,NA,273,"38f1e6145db866e6eae026b84569358b8a052b59","2020-04-21T20:00:00Z",12,59,11241,11241,11241,30,2,2,186,4,190,30,-0.23011971574137,-0.247263988701898,-0.228809153672877,-0.217170457062058,-0.239999921800556,-0.226114980593149
20200421,"NC",6951,76380,NA,427,NA,NA,NA,NA,NA,NA,"8fa4e757ffff03abd933aeb93b47bd3a938257a9","2020-04-21T20:00:00Z",213,NA,83331,83331,83331,37,34,0,3660,187,3847,31,0.13148751882331,1.41186891549387,NA,-0.0255186792110151,1.08688529224218,NA
20200421,"ND",644,14343,NA,17,54,NA,NA,NA,NA,214,"0db523306c3b9caf0f6f06a7d891e5561afa0073","2020-04-21T20:00:00Z",13,54,14987,14987,14987,38,0,1,223,17,240,32,-0.218628666070677,-0.157724045003765,-0.229586266917807,-0.216216965629964,-0.171051218626689,-0.242688882074493
20200421,"NE",1648,14724,NA,NA,NA,NA,NA,NA,NA,NA,"cadd8d4ce3aa8615505fa04e80ceac585d1529fa","2020-04-21T20:00:00Z",33,NA,16372,16372,16372,31,5,0,518,174,692,33,-0.162894299551958,-0.148084395795234,NA,-0.197147136988069,-0.145558972525299,NA
20200421,"NH",1491,12848,244,78,206,NA,NA,NA,NA,521,"d9a7e24923af437b104565949b43d3c5a22816d4","2020-04-21T20:00:00Z",42,206,14583,14339,14339,33,1,8,122,99,221,34,-0.171609733360164,-0.195548915257709,-0.205962024271927,-0.188565714099216,-0.178487223987672,-0.156448411654616
20200421,"NJ",92387,92439,NA,7594,NA,1930,NA,1501,NA,NA,"e7abeea8698f39b4c754e9cb9a40c4e7f4daa693","2020-04-21T20:00:00Z",4753,NA,184826,184826,184826,34,376,0,3188,3581,6769,35,4.87423785537044,1.81817633449594,NA,4.30333242249911,2.95499757965051,NA
20200421,"NM",1971,36784,NA,116,291,NA,NA,NA,NA,501,"f96906d540264026ef1795afb8aac5375bf7cfb9","2020-04-21T20:00:00Z",58,291,38755,38755,38755,35,3,17,1587,126,1713,36,-0.144963821080298,0.410053823470328,-0.192751099108113,-0.1733098511857,0.266421492808567,-0.162066683343208
20200421,"NV",3937,29118,NA,NA,NA,NA,NA,NA,NA,NA,"e7ce94534f79a1964d8f76ed7aa4bd5673420d5b","2020-04-21T20:00:00Z",163,NA,33055,33055,33055,32,5,0,601,107,708,37,-0.0358266053673477,0.216096997138062,NA,-0.0731932508157522,0.161507555784797,NA
20200421,"NY",251690,397635,NA,16076,57103,5016,NA,NA,NA,23887,"970040b6c9f0cd9cfedb38634b362787b8d13738","2020-04-21T20:00:00Z",14828,57103,649325,649325,649325,36,481,0,11286,4178,15464,38,13.7175165302027,9.53991486427711,8.63712043508746,13.9097586008536,11.5045447434407,6.40737840212665
20200421,"OH",13250,80989,NA,NA,2779,NA,838,NA,NA,NA,"822843310ab3872aef275a097144d9e0dd86682d","2020-04-21T20:00:00Z",557,2779,94239,94239,94239,39,48,126,3069,734,3803,39,0.4811596051793,1.52848083990887,0.193940451569184,0.302482373429576,1.28765743698872,NA
20200421,"OK",2807,41537,NA,346,561,164,NA,NA,NA,1702,"b537e80c977846fcf7e6b1115987151223748622","2020-04-21T20:00:00Z",164,561,44344,44344,44344,40,21,20,8571,127,8698,40,-0.0985555238595319,0.530309079869658,-0.150786983881879,-0.0722397593836575,0.369292368953453,0.175310531556703
20200421,"OR",2002,39126,NA,297,471,70,NA,35,NA,NA,"3c4c05e8c1f3e79f04d3b608620a1c840fc57480","2020-04-21T20:00:00Z",78,471,41128,41128,41128,41,3,6,1037,46,1083,41,-0.143242939245557,0.469308570048748,-0.164775022290624,-0.154240022543805,0.31009882132741,NA
20200421,"PA",34528,132323,NA,2743,NA,NA,NA,673,NA,NA,"e8d43bb845371f9d38e1c3596ca0ddcd730756e5","2020-04-21T20:00:00Z",1564,NA,166851,166851,166851,42,360,0,2603,1296,3899,42,1.66235069161885,2.82727809048813,NA,1.26264824554898,2.62415055894836,NA
20200421,"PR",1298,8789,1761,NA,NA,NA,NA,NA,NA,NA,"fcf6f50813c81c72d8854ad6b98d208e7a8f1d5e","2020-04-21T20:00:00Z",64,NA,11848,10087,10087,72,1,0,303,46,349,43,-0.18232361058936,-0.29824533556591,NA,-0.167588902593132,-0.228827507805218,NA
20200421,"RI",5500,33833,NA,271,576,67,NA,43,NA,315,"18b3d53f8682ff567fc3f07e8a66e1b7e33cab7e","2020-04-21T20:00:00Z",171,576,39333,39333,39333,44,16,245,1843,410,2253,44,0.0509391464939655,0.335390818708194,-0.148455644147088,-0.0655653193589943,0.277060134141855,-0.214316610047107
20200421,"SC",4439,36838,NA,NA,776,NA,NA,NA,NA,2063,"a6cab844e1e2a7b3478efa2fb21c544f1811ba15","2020-04-21T20:00:00Z",124,776,41277,41277,41277,45,4,0,735,62,797,45,-0.00795942210798797,0.411420072964451,-0.117371114349878,-0.110379416667447,0.312841308453119,0.276720335535776
20200421,"SD",1755,11060,NA,65,100,NA,NA,NA,NA,824,"992dc98887eb13afda521772d9999e3507038157","2020-04-21T20:00:00Z",8,100,12815,12815,12815,46,1,13,419,70,489,46,-0.156954481606238,-0.240786954063096,-0.222436825064449,-0.220984422790437,-0.211028950418905,-0.0713315955724574
20200421,"TN",7394,100788,NA,NA,760,NA,NA,NA,NA,3828,"5ba03884448b10adc6a50ed0e1010abfcf498b54","2020-04-21T20:00:00Z",157,760,108182,108182,108182,47,5,30,7337,156,7493,47,0.156079475364936,2.0294136868372,-0.119857876733655,-0.0789141994083207,1.54429165171195,0.772532812053962
20200421,"TX",20196,185203,NA,1419,NA,NA,NA,NA,NA,6486,"739a953d703356c070852d4c873827207ab43210","2020-04-21T20:00:00Z",517,NA,205399,205399,205399,48,22,0,14267,738,15005,48,0.866748160795859,4.16519055806577,NA,0.264342716145787,3.33366326849087,1.51920111946775
20200421,"UT",3296,69062,NA,NA,277,NA,NA,NA,NA,888,"944b4791fd93c9696980641689ce71ef01189065","2020-04-21T20:00:00Z",32,277,72358,72358,72358,49,4,9,3964,83,4047,49,-0.0714100007244186,1.22671680812372,-0.194927016193918,-0.198100628420163,0.884916760494486,-0.0533531261689651
20200421,"VA",9451,48903,477,1331,1581,403,NA,251,NA,1418,"216bd911bd6b635ea70a2388f4f315e3ef71145c","2020-04-21T20:00:00Z",324,1581,58831,58354,58354,51,24,81,1158,461,1619,50,0.270268311947611,0.716675631234578,0.00774411808389366,0.0803188697515013,0.635939422578603,0.0955310735787054
20200421,"VI",54,574,35,NA,NA,NA,NA,NA,NA,48,"054e65dc64000f399e63e2186fc0c2ccd18e1d41","2020-04-21T20:00:00Z",3,NA,663,628,628,78,0,0,20,1,21,51,-0.251380933248013,-0.506092365088422,NA,-0.225751879950911,-0.434698101772036,-0.289320537089802
20200421,"VT",818,12293,NA,41,NA,NA,NA,NA,NA,1710,"91159c0759d24f14884efa79ac45ede968e53e75","2020-04-21T20:00:00Z",40,NA,13111,13111,13111,50,2,0,128,2,130,52,-0.208969522869226,-0.209590923947301,NA,-0.190472696963406,-0.205580788075214,0.177557840232139
20200421,"WA",12085,128926,NA,503,NA,161,NA,NA,NA,NA,"3fa48023a5ff3a0422f8c7c2a815eca6253160aa","2020-04-21T20:00:00Z",652,NA,141011,141011,141011,53,18,0,2074,295,2369,53,0.416487755583375,2.7413308769412,NA,0.393064059478577,2.14854071110727,NA
20200421,"WI",4620,47841,219,358,1252,137,324,NA,NA,NA,"e9ffd1a1dcd6cd7776bc0e7d03204b1e6eabac5f","2020-04-21T20:00:00Z",242,1252,52680,52461,52461,55,12,41,1238,121,1359,54,0.00208830731421145,0.689806057850171,-0.0433899334325173,0.00213257231973242,0.522724400362251,NA
20200421,"WV",914,21849,NA,85,NA,42,NA,24,NA,330,"d34d48ec6ad8964bd9d0424c7731b0e5d5d41257","2020-04-21T20:00:00Z",26,NA,22763,22763,22763,54,2,0,596,12,608,55,-0.203640340413253,0.0321846346792504,NA,-0.203821577012732,-0.0279265213816305,-0.210102906280664
20200421,"WY",320,7301,NA,19,52,NA,NA,NA,NA,237,"229d05fbf3c4684fd09c2466f4cccd8e29a577cb","2020-04-21T20:00:00Z",6,52,7621,7621,7621,56,4,1,228,7,235,56,-0.236614656859587,-0.33589309940395,-0.229897112215779,-0.222891405654627,-0.306629474787582,-0.236227869632613
20200420,"AK",321,9803,NA,46,36,NA,NA,NA,NA,161,"1c99a7e1c363a89f2f8ab241524c88d328e3448f","2020-04-20T20:00:00Z",9,36,10124,10124,10124,2,0,0,227,2,229,57,-0.236559144542337,-0.272590206176279,-0.232383874599556,-0.220030931358343,-0.260559372266442,-0.25757730204926
20200420,"AL",5025,40875,NA,NA,641,NA,260,NA,157,NA,"30c15cf3832f06f00b16592718072b2f8c548ef4","2020-04-20T20:00:00Z",167,641,45900,45900,45900,1,13,0,0,188,188,58,0.0245707958003483,0.51355987310838,-0.138353171962995,-0.0693792850873732,0.397932033165556,NA
20200420,"AR",1923,24630,NA,93,291,NA,NA,24,57,749,"1400a7da3fce5e813078b940af03430e86e35236","2020-04-20T20:00:00Z",42,291,26553,26553,26553,5,2,0,2202,142,2344,59,-0.147628412308285,0.102546483626555,-0.192751099108113,-0.188565714099216,0.0418320437622446,-0.092400114404675
20200420,"AS",0,3,17,NA,NA,NA,NA,NA,NA,NA,"a7c4bff380f29737760fb7ce0ab2cecb89c6d188","2020-04-20T20:00:00Z",NA,NA,20,3,3,60,0,0,0,0,0,60,-0.254378598379498,-0.520539188442938,NA,NA,-0.446533130106472,NA
20200420,"AZ",5064,49436,NA,637,NA,285,NA,181,NA,1155,"c9850364cfb5a53d0e9ea8d7bf56fb68b7810895","2020-04-20T20:00:00Z",187,NA,54500,54500,54500,4,3,0,1375,135,1510,61,0.0267357761730874,0.730161019759898,NA,-0.0503094564454784,0.556223236394402,0.0216508008737293
20200420,"CA",30978,259522,NA,4674,NA,1480,NA,NA,NA,NA,"41576d2aea97b9aeda709ef2fc0ca31cedad7b7a","2020-04-20T20:00:00Z",1208,NA,290500,290500,290500,6,42,0,8955,645,9600,62,1.46528196538235,6.04552937572658,NA,0.923205295723253,4.90002834825575,NA
20200420,"CO",9730,36465,NA,874,1813,NA,NA,NA,NA,NA,"44b06613b46ed33221077ce6b0eafc3ad972717b","2020-04-20T20:00:00Z",422,1813,46195,46195,46195,8,11,16,1292,297,1589,63,0.285756248460284,0.401982831088383,0.0438021726486576,0.173761030096786,0.403361789555383,NA
20200420,"CT",19815,42991,NA,1919,NA,NA,NA,NA,NA,NA,"48cfc5676164821e66c31464dc4489db83b53cfd","2020-04-20T20:00:00Z",1331,NA,62806,62806,62806,9,245,0,2328,2265,4593,64,0.845597967923715,0.567096612544732,NA,1.04048474187091,0.709103089187284,NA
20200420,"DC",2927,11186,NA,402,NA,120,NA,69,NA,630,"ba1352bb1343d135719500198fb5285f4cf02312","2020-04-20T20:00:00Z",105,NA,14113,14113,14113,11,9,0,280,134,414,65,-0.0918940457895654,-0.23759903857681,NA,-0.128495753877247,-0.187138022303667,-0.125828830951793
20200420,"DE",2745,13725,NA,256,NA,NA,NA,NA,NA,495,"eb8aefc88630769f3f3713ae9863d989c4155192","2020-04-20T20:00:00Z",72,NA,16470,16470,16470,10,5,0,1469,207,1676,66,-0.101997287529015,-0.173360011436499,NA,-0.159960971136374,-0.143755189046645,-0.163752164849785
20200420,"FL",26660,239565,1104,NA,4010,NA,NA,NA,NA,NA,"48713e4b862f27a7754d18ed675b070c79ed41b3","2020-04-20T20:00:00Z",806,4010,267329,266225,266225,12,25,80,9482,664,10146,67,1.22557977949805,5.54059898398212,0.385265732471013,0.539901740021167,4.47354399127719,NA
20200420,"GA",18947,65381,NA,NA,3550,NA,NA,NA,NA,NA,"52bbf3b141deb058e8e4c3c95d60c677879c8497","2020-04-20T20:00:00Z",733,3550,84328,84328,84328,13,46,86,3749,646,4395,68,0.797413276550958,1.13358413427438,0.313771313937429,0.470296865478251,1.1052360282444,NA
20200420,"GU",133,991,NA,3,NA,2,NA,NA,NA,112,"d3cc796bda2181c4beff41042751382967b6296f","2020-04-20T20:00:00Z",5,NA,1124,1124,1124,66,0,0,48,-3,45,69,-0.246995460185285,-0.49554188288381,NA,-0.223844897086722,-0.426212957040816,-0.271342067686309
20200420,"HI",580,23595,NA,NA,52,NA,NA,NA,NA,414,"f86f0830219bde224a6f3177e795b563a7e523aa","2020-04-20T20:00:00Z",10,52,24175,24175,24175,15,1,1,699,6,705,70,-0.22218145437466,0.0763600349892084,-0.229897112215779,-0.219077439926248,-0.00193731452591766,-0.18650616518858
20200420,"IA",3159,22661,NA,214,NA,91,NA,58,NA,1235,"b5492a5df365f18995800ea856c8df68284b7367","2020-04-20T20:00:00Z",79,NA,25820,25820,25820,19,4,0,1013,257,1270,71,-0.0790151881876303,0.0527289789242022,NA,-0.153286531111711,0.028340479580065,0.0441238876280946
20200420,"ID",1672,15773,NA,NA,151,NA,53,NA,NA,585,"5b4507852c8be04b3979dd2b1c5150270ecc7985","2020-04-20T20:00:00Z",45,151,17445,17445,17445,16,1,0,572,4,576,72,-0.161562003937965,-0.121543734326079,-0.21451026996616,-0.185705239802932,-0.125809384029421,-0.138469942251124
20200420,"IL",31508,116850,NA,4599,NA,1239,NA,757,NA,NA,"a7cde33ab8ab9bd3b8a8701a731bea46c1895dbc","2020-04-20T20:00:00Z",1349,NA,148358,148358,148358,17,59,0,3889,1151,5040,73,1.4947034935247,2.43579700858894,NA,1.05764758764861,2.28376925414475,NA
20200420,"IN",11686,52953,NA,NA,NA,669,NA,353,NA,NA,"464f563cfbea566a0f09415f44711f25b1c8e361","2020-04-20T20:00:00Z",569,NA,64639,64639,64639,18,7,0,3021,476,3497,74,0.394338341000737,0.819144343293759,NA,0.313924270614713,0.742841202619665,NA
20200420,"KS",1986,16775,NA,NA,405,NA,NA,NA,NA,NA,"8a4c6c22b95af6ad13d6f74e821750e2b3a9ad13","2020-04-20T20:00:00Z",100,405,18761,18761,18761,20,8,15,494,137,631,75,-0.144131136321552,-0.0961922159351406,-0.175032917123703,-0.133263211037721,-0.101587148744635,NA
20200420,"KY",2960,29612,NA,274,1059,155,534,NA,NA,1174,"24fd02d223bedfc30658c7616f6607de13542820","2020-04-20T20:00:00Z",148,1059,32572,32572,32572,21,4,0,94,253,347,76,-0.0900621393203247,0.228595649917626,-0.0733865046868253,-0.0874956222971734,0.152617480068573,0.0269881589778911
20200420,"LA",24523,117576,NA,1794,NA,NA,NA,332,NA,NA,"6582b5d51a3083441560e329643a398040adee2d","2020-04-20T20:00:00Z",1328,NA,142099,142099,142099,22,32,0,0,595,595,77,1.1069499575354,2.45416547400992,NA,1.03762426757462,2.16856638891111,NA
20200420,"MA",38077,124164,NA,3729,NA,987,NA,NA,NA,NA,"6f0f233cd1d3c8c92b71ce535ca72bb655ff556d","2020-04-20T20:00:00Z",1706,NA,162241,162241,162241,25,0,0,0,0,0,78,1.85936390553811,2.62084791229285,NA,1.39804402890644,2.53929911163615,NA
20200420,"MD",13684,57713,NA,NA,3014,NA,NA,NA,NA,917,"f8ad78c1b5a28e1553fc763631f9daa83e4977f3","2020-04-20T20:00:00Z",516,3014,71397,71397,71397,24,30,128,2652,854,3506,79,0.505251950865679,0.939576706108994,0.230464774080906,0.263389224713692,0.867228638831356,-0.0452066322205077
20200420,"ME",875,14076,NA,39,138,16,NA,9,NA,414,"0b77d62611e8535de65897d5d3364e85b3b48204","2020-04-20T20:00:00Z",35,138,14951,14951,14951,23,1,2,0,8,8,80,-0.205805320785992,-0.164479389724703,-0.216530764402979,-0.195240154123879,-0.171713832965787,-0.18650616518858
20200420,"MI",32000,81798,NA,3374,NA,1346,NA,1102,NA,3237,"392ae0c020c21dbbc1b892209cceb53cf9870110","2020-04-20T20:00:00Z",2468,NA,113798,113798,113798,26,77,0,3561,576,4137,81,1.52201555361156,1.54894928140415,NA,2.12460450016263,1.64765948861116,0.606512883656088
20200420,"MN",2470,44380,NA,237,602,126,241,NA,NA,1202,"30d5ab7a9755878cf6bf27605a060a04dceb2f8b","2020-04-20T20:00:00Z",143,602,46850,46850,46850,27,9,28,1020,114,1134,82,-0.117263174772688,0.602239585643548,-0.144414655273451,-0.0922630794576471,0.415417689336184,0.0348537393419189
20200420,"MO",5807,50206,NA,873,NA,NA,NA,NA,NA,NA,"4af4d88f885569d2f6257445a4dfeeca5944a5c1","2020-04-20T20:00:00Z",177,NA,56013,56013,56013,29,1,0,1964,140,2104,83,0.0679814278896298,0.749642725509421,NA,-0.0598443707664258,0.58407144459036,NA
20200420,"MP",14,51,NA,NA,NA,NA,NA,NA,NA,11,"d1a10e0647bc614d31772b798ad25e7657071f90","2020-04-20T20:00:00Z",2,NA,65,65,65,69,0,0,9,0,9,84,-0.253601425938001,-0.519324744448163,NA,-0.226705371383006,-0.4457048621826,-0.299714339713696
20200420,"MS",4512,46922,NA,548,819,146,NA,89,NA,NA,"b83b01e3c5b28f2744892025a35a818eadc4d161","2020-04-20T20:00:00Z",169,819,51434,51434,51434,28,10,11,12131,238,12369,85,-0.00390702294875837,0.666554515533532,-0.110687940443478,-0.0674723022231838,0.499790581847932,NA
20200420,"MT",433,10618,NA,19,57,NA,NA,NA,NA,243,"43b620f2e8e6847b386bcc5c1c26b00bf629c5ef","2020-04-20T20:00:00Z",10,57,11051,11051,11051,30,0,2,153,0,153,86,-0.230341765010369,-0.251969959181653,-0.229119998970849,-0.219077439926248,-0.243497053034682,-0.234542388126036
20200420,"NC",6764,72720,NA,373,NA,NA,NA,NA,NA,NA,"5be41a497b5b5d214e51ac349c5e29a1ddbd443e","2020-04-20T20:00:00Z",179,NA,79484,79484,79484,37,7,0,441,271,712,87,0.121106715497612,1.31926756089224,NA,-0.0579373879022363,1.01607758772806,NA
20200420,"ND",627,14120,NA,17,53,NA,NA,NA,NA,189,"a91cac8977af5b41f3177b1df9d02e5cc48b1c40","2020-04-20T20:00:00Z",13,53,14747,14747,14747,38,3,2,1075,42,1117,88,-0.219572375463923,-0.163366149396159,-0.229741689566793,-0.216216965629964,-0.175468647554006,-0.249711721685233
20200420,"NE",1474,14206,NA,NA,NA,NA,NA,NA,NA,NA,"81b5f8ee0ee4fef36e9ad19133ee77eb59e10667","2020-04-20T20:00:00Z",28,NA,15680,15680,15680,31,0,0,918,187,1105,89,-0.172553442753409,-0.161190270572186,NA,-0.201914594148542,-0.158295892599062,NA
